Amp training started. 2016-07-29T16:15:54

Local environment descriptor: Behler
Regression: NeuralNetwork

Parallel processing over 1 cores.

Training on 239 images.
Hashing images...
 239 unique images after hashing.
 ...hashing completed. 0.0 min.
1 unique elements included: C
Symmetry functions for each element:
  C: 8
Hidden-layer structure:
  C: [1, 1]
Initial weights already present.
Initial scalings already present.
Calculating atomic fingerprints...
 Saved fingerprints file scripts/2016-07-28/generic2/3-3-3/fingerprints.db loaded with 239 entries. 0.0 min.
 Calculating 0 of 239 fingerprints (239 exist in file).
 ...all fingerprint operations complete. 0.0 min.
Re-shaping images data to send to fortran90...
 ...data re-shaped. 0.0 min.
Initial parameters saved in file scripts/2016-07-28/generic2/3-3-3/initial-parameters.json.

Starting optimization of cost function...
 Energy goal: 1.000e-03
 No force training.
Step              Time               Cost     RMS (Energy
                                    Function    per Atom)
                                                 Error
=====  ==========================  =========  ==========
  186        2016-07-29T16:16:21  8.819e-02    1.921e-02
  187        2016-07-29T16:16:21  8.816e-02    1.921e-02
  188        2016-07-29T16:16:21  8.812e-02    1.920e-02
  189        2016-07-29T16:16:21  8.844e-02    1.924e-02
  190        2016-07-29T16:16:22  8.811e-02    1.920e-02
  191        2016-07-29T16:16:22  8.809e-02    1.920e-02
  192        2016-07-29T16:16:22  8.805e-02    1.919e-02
  193        2016-07-29T16:16:22  8.801e-02    1.919e-02
  194        2016-07-29T16:16:22  8.796e-02    1.918e-02
  195        2016-07-29T16:16:22  8.811e-02    1.920e-02
  196        2016-07-29T16:16:22  8.793e-02    1.918e-02
  197        2016-07-29T16:16:23  8.794e-02    1.918e-02
  198        2016-07-29T16:16:23  8.792e-02    1.918e-02
  199        2016-07-29T16:16:23  8.789e-02    1.918e-02
Saving checkpoint data.
  200        2016-07-29T16:16:23  8.785e-02    1.917e-02
  201        2016-07-29T16:16:23  8.782e-02    1.917e-02
  202        2016-07-29T16:16:23  8.779e-02    1.917e-02
  203        2016-07-29T16:16:23  8.775e-02    1.916e-02
  204        2016-07-29T16:16:23  8.772e-02    1.916e-02
  205        2016-07-29T16:16:24  8.767e-02    1.915e-02
  206        2016-07-29T16:16:24  8.766e-02    1.915e-02
  207        2016-07-29T16:16:24  8.765e-02    1.915e-02
  208        2016-07-29T16:16:24  8.762e-02    1.915e-02
  209        2016-07-29T16:16:24  8.758e-02    1.914e-02
  210        2016-07-29T16:16:24  8.752e-02    1.914e-02
  211        2016-07-29T16:16:24  8.757e-02    1.914e-02
  212        2016-07-29T16:16:24  8.749e-02    1.913e-02
  213        2016-07-29T16:16:25  8.744e-02    1.913e-02
  214        2016-07-29T16:16:25  8.737e-02    1.912e-02
  215        2016-07-29T16:16:25  8.773e-02    1.916e-02
  216        2016-07-29T16:16:25  8.736e-02    1.912e-02
  217        2016-07-29T16:16:25  8.733e-02    1.911e-02
  218        2016-07-29T16:16:25  8.727e-02    1.911e-02
  219        2016-07-29T16:16:25  8.721e-02    1.910e-02
  220        2016-07-29T16:16:25  8.712e-02    1.909e-02
  221        2016-07-29T16:16:26  8.770e-02    1.916e-02
  222        2016-07-29T16:16:26  8.709e-02    1.909e-02
  223        2016-07-29T16:16:26  8.705e-02    1.909e-02
  224        2016-07-29T16:16:26  8.699e-02    1.908e-02
  225        2016-07-29T16:16:26  8.691e-02    1.907e-02
  226        2016-07-29T16:16:26  8.683e-02    1.906e-02
  227        2016-07-29T16:16:26  8.694e-02    1.907e-02
  228        2016-07-29T16:16:26  8.679e-02    1.906e-02
  229        2016-07-29T16:16:27  8.673e-02    1.905e-02
  230        2016-07-29T16:16:27  8.663e-02    1.904e-02
  231        2016-07-29T16:16:27  8.678e-02    1.906e-02
