Amp training started. 2016-07-29T14:09:51

Local environment descriptor: Behler
Regression: NeuralNetwork

Parallel processing over 1 cores.

Training on 239 images.
Hashing images...
 239 unique images after hashing.
 ...hashing completed. 0.0 min.
1 unique elements included: C
Symmetry functions for each element:
  C: 8
Hidden-layer structure:
  C: [3, 3]
Initializing with random weights.
Initializing with random scalings.
Calculating atomic fingerprints...
No saved fingerprint file found.
 Calculating 239 of 239 fingerprints (0 exist in file).
  Processor 0 calculations stored in file /tmp/fp-FmMCZF.db.
 Calculated 239 new images. 0.5 min.
 Reading calculated fingerprints...
 ...child fingerprints read and saved to scripts/2016-07-28/3-3/fingerprints.db. 0.0 min.
 ...all fingerprint operations complete. 0.5 min.
Re-shaping images data to send to fortran90...
 ...data re-shaped. 0.0 min.
Initial parameters saved in file scripts/2016-07-28/3-3/initial-parameters.json.

Starting optimization of cost function...
 Energy goal: 1.000e-03
 No force training.
Step              Time               Cost     RMS (Energy
                                    Function    per Atom)
                                                 Error
=====  ==========================  =========  ==========
  329        2016-07-29T14:11:32  3.458e-03    3.804e-03
  330        2016-07-29T14:11:32  3.445e-03    3.796e-03
  331        2016-07-29T14:11:32  3.423e-03    3.785e-03
  332        2016-07-29T14:11:33  3.394e-03    3.769e-03
  333        2016-07-29T14:11:33  3.368e-03    3.754e-03
  334        2016-07-29T14:11:33  3.340e-03    3.738e-03
  335        2016-07-29T14:11:33  3.322e-03    3.728e-03
  336        2016-07-29T14:11:34  3.302e-03    3.717e-03
  337        2016-07-29T14:11:34  3.277e-03    3.703e-03
  338        2016-07-29T14:11:34  3.239e-03    3.681e-03
  339        2016-07-29T14:11:34  3.199e-03    3.659e-03
  340        2016-07-29T14:11:34  3.174e-03    3.644e-03
  341        2016-07-29T14:11:35  3.141e-03    3.625e-03
  342        2016-07-29T14:11:35  3.106e-03    3.605e-03
  343        2016-07-29T14:11:35  3.063e-03    3.580e-03
  344        2016-07-29T14:11:35  3.000e-03    3.543e-03
  345        2016-07-29T14:11:35  2.912e-03    3.490e-03
  346        2016-07-29T14:11:36  2.815e-03    3.432e-03
  347        2016-07-29T14:11:36  2.737e-03    3.384e-03
  348        2016-07-29T14:11:36  2.675e-03    3.345e-03
  349        2016-07-29T14:11:36  2.620e-03    3.311e-03
  350        2016-07-29T14:11:37  2.579e-03    3.285e-03
  351        2016-07-29T14:11:37  2.541e-03    3.260e-03
  352        2016-07-29T14:11:37  2.508e-03    3.239e-03
  353        2016-07-29T14:11:37  2.481e-03    3.222e-03
  354        2016-07-29T14:11:37  2.469e-03    3.214e-03
  355        2016-07-29T14:11:38  2.456e-03    3.206e-03
  356        2016-07-29T14:11:38  2.444e-03    3.198e-03
  357        2016-07-29T14:11:38  2.436e-03    3.192e-03
  358        2016-07-29T14:11:38  2.423e-03    3.184e-03
  359        2016-07-29T14:11:39  2.406e-03    3.173e-03
  360        2016-07-29T14:11:39  2.396e-03    3.166e-03
  361        2016-07-29T14:11:39  2.381e-03    3.157e-03
  362        2016-07-29T14:11:39  2.370e-03    3.149e-03
  363        2016-07-29T14:11:39  2.360e-03    3.142e-03
  364        2016-07-29T14:11:40  2.351e-03    3.136e-03
  365        2016-07-29T14:11:40  2.342e-03    3.130e-03
  366        2016-07-29T14:11:40  2.328e-03    3.121e-03
  367        2016-07-29T14:11:40  2.304e-03    3.105e-03
  368        2016-07-29T14:11:40  2.264e-03    3.078e-03
  369        2016-07-29T14:11:41  2.197e-03    3.032e-03
  370        2016-07-29T14:11:41  2.106e-03    2.968e-03
  371        2016-07-29T14:11:41  2.072e-03    2.944e-03
  372        2016-07-29T14:11:41  2.021e-03    2.908e-03
  373        2016-07-29T14:11:41  1.995e-03    2.889e-03
  374        2016-07-29T14:11:42  1.967e-03    2.869e-03
  375        2016-07-29T14:11:42  1.960e-03    2.864e-03
  376        2016-07-29T14:11:42  1.958e-03    2.863e-03
  377        2016-07-29T14:11:42  1.956e-03    2.861e-03
  378        2016-07-29T14:11:43  1.953e-03    2.859e-03
  379        2016-07-29T14:11:43  1.948e-03    2.855e-03
  380        2016-07-29T14:11:43  1.939e-03    2.849e-03
  381        2016-07-29T14:11:43  1.931e-03    2.843e-03
  382        2016-07-29T14:11:43  1.927e-03    2.840e-03
  383        2016-07-29T14:11:44  1.924e-03    2.837e-03
  384        2016-07-29T14:11:44  1.923e-03    2.836e-03
  385        2016-07-29T14:11:44  1.921e-03    2.835e-03
  386        2016-07-29T14:11:44  1.918e-03    2.833e-03
  387        2016-07-29T14:11:44  1.913e-03    2.829e-03
  388        2016-07-29T14:11:45  1.905e-03    2.823e-03
  389        2016-07-29T14:11:45  1.889e-03    2.812e-03
  390        2016-07-29T14:11:45  1.864e-03    2.793e-03
  391        2016-07-29T14:11:45  1.829e-03    2.767e-03
  392        2016-07-29T14:11:45  1.794e-03    2.740e-03
  393        2016-07-29T14:11:46  1.772e-03    2.723e-03
  394        2016-07-29T14:11:46  1.767e-03    2.719e-03
  395        2016-07-29T14:11:46  1.766e-03    2.718e-03
  396        2016-07-29T14:11:46  1.764e-03    2.717e-03
